Model,Scenario,Region,Variable,Unit,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE 3.4,SSP5,RUS,GDP|MER,billion US$2010/yr,1082.620195,1234.261632,1479.41114,1992.478645,2732.571924,3687.124775,4921.518228,6366.541796,8035.214746,9961.552451
IMAGE 3.4,SSP5,SAF,GDP|MER,billion US$2010/yr,402.8189198,433.8221046,521.5182456,773.0927153,1288.100011,2047.144506,3064.336731,4289.96353,5670.968587,7145.587644
IMAGE 3.4,SSP5,SEAS,GDP|MER,billion US$2010/yr,1307.209634,1939.712558,3127.141158,5358.152781,7913.266972,10529.27142,13431.66874,16426.97555,19408.13652,22353.6061
IMAGE 3.4,SSP5,STAN,GDP|MER,billion US$2010/yr,211.2527683,334.2327476,517.2051214,844.1464821,1264.538382,1735.968155,2318.350275,2994.006318,3788.631422,4734.957088
IMAGE 3.4,SSP5,TUR,GDP|MER,billion US$2010/yr,679.488616,1123.30707,1828.889817,2760.593315,3659.251821,4486.873177,5278.54283,5976.025782,6599.942614,7184.689758
IMAGE 3.4,SSP5,UKR,GDP|MER,billion US$2010/yr,188.5147432,185.1310475,202.9690886,349.731138,545.0055184,753.1502105,997.1887942,1271.282303,1580.772674,1932.532187
IMAGE 3.4,SSP5,USA,GDP|MER,billion US$2010/yr,15159.61022,17809.75631,22394.81403,28307.22119,35656.13451,43758.60126,53214.44714,63719.68614,74886.02437,85792.2298
IMAGE 3.4,SSP5,WAF,GDP|MER,billion US$2010/yr,595.4643216,815.7137041,1236.2035,2392.843575,4826.523984,9125.965337,16267.8487,27148.91286,42658.96992,63908.28995
IMAGE 3.4,SSP5,WEU,GDP|MER,billion US$2010/yr,16383.87339,17387.87354,21356.82841,27052.71672,35863.869,45953.92039,57207.8587,68509.26589,78558.10271,86202.838
IMAGE 3.4,SSP5,World,GDP|MER,billion US$2010/yr,63287.76502,77974.75796,106425.2609,152528.6021,217803.9451,294552.3906,386841.3117,489503.4292,599057.8517,713555.9141
IMAGE 3.4,SSP5,BRA,GDP|PPP,billion US$2010/yr,2819.844121,2895.928226,3634.314283,5188.496761,7968.259409,11483.85187,15547.49654,19777.74574,23842.86378,27436.25984
IMAGE 3.4,SSP5,CAN,GDP|PPP,billion US$2010/yr,1459.996858,1676.906737,2140.99341,2917.462627,4009.072786,5231.246979,6642.194024,8149.80166,9595.321768,10777.20354
IMAGE 3.4,SSP5,CEU,GDP|PPP,billion US$2010/yr,2155.411744,2728.645964,3742.443067,4919.054692,5946.525731,6836.232426,7757.424791,8617.126228,9408.716258,10152.1461
IMAGE 3.4,SSP5,CHN,GDP|PPP,billion US$2010/yr,12895.55616,24608.35539,37476.67024,52555.07567,69165.8014,84069.58201,98356.5375,109452.2671,117735.0382,123995.9846
IMAGE 3.4,SSP5,EAF,GDP|PPP,billion US$2010/yr,529.3997908,820.4669272,1291.722335,2488.411612,4740.550072,8215.236749,13388.8661,20459.62461,29401.60263,40280.47269
IMAGE 3.4,SSP5,INDIA,GDP|PPP,billion US$2010/yr,5268.996141,8605.894674,16142.96196,28225.60248,44903.85924,63836.98351,85047.71643,106287.8174,125423.1951,141594.3212
IMAGE 3.4,SSP5,INDO,GDP|PPP,billion US$2010/yr,2086.854781,3258.596785,5150.275404,8118.789267,11766.1817,15441.35255,19203.83689,22848.3902,26212.91678,29085.80802
IMAGE 3.4,SSP5,JAP,GDP|PPP,billion US$2010/yr,4561.548375,4717.482252,5283.619607,6392.725351,7911.419041,9336.879752,10690.32492,11838.66078,12747.06275,13322.51205
IMAGE 3.4,SSP5,KOR,GDP|PPP,billion US$2010/yr,1681.131754,2157.549606,2718.916729,3397.527286,4154.973178,4780.542839,5370.623713,5910.881709,6379.936579,6758.929699
IMAGE 3.4,SSP5,ME,GDP|PPP,billion US$2010/yr,5061.650795,6139.158364,8751.819406,12801.03262,18019.14142,23919.24159,30732.24068,37906.54259,45278.69509,52747.7532
IMAGE 3.4,SSP5,MEX,GDP|PPP,billion US$2010/yr,1599.867829,1816.929563,2452.434402,3521.041378,5066.869289,6706.995732,8392.960326,9984.20666,11322.59782,12265.44033
IMAGE 3.4,SSP5,NAF,GDP|PPP,billion US$2010/yr,1866.067811,2241.062141,3425.081236,6002.707838,10521.4703,16517.20067,24005.92225,32618.06851,42388.04756,53359.39443
IMAGE 3.4,SSP5,OCE,GDP|PPP,billion US$2010/yr,992.3014437,1255.259948,1656.364867,2364.141899,3397.756623,4587.837187,5986.282131,7511.21389,9019.513864,10350.77773
IMAGE 3.4,SSP5,RCAM,GDP|PPP,billion US$2010/yr,804.1717094,942.9210124,1380.172102,2111.800025,3221.731165,4591.203678,6264.869005,8153.177887,10150.80903,12189.11661
IMAGE 3.4,SSP5,RSAF,GDP|PPP,billion US$2010/yr,399.3523386,544.8398298,869.6608871,1649.931132,3148.673332,5501.854123,9056.986632,14034.76723,20564.94862,28741.51075
IMAGE 3.4,SSP5,RSAM,GDP|PPP,billion US$2010/yr,2704.442007,2582.477561,3623.554926,5313.322508,7880.049121,10843.27309,14219.13887,17764.65979,21236.80375,24419.25422
IMAGE 3.4,SSP5,RSAS,GDP|PPP,billion US$2010/yr,1497.377539,2340.773075,3816.244081,7144.475685,12731.57711,20159.2951,29926.44854,41754.25585,55140.68363,70067.32435
IMAGE 3.4,SSP5,RUS,GDP|PPP,billion US$2010/yr,2421.11208,2760.235485,3284.63192,4297.707749,5720.924312,7488.054119,9697.303082,12214.42912,15056.7569,18265.13758
IMAGE 3.4,SSP5,SAF,GDP|PPP,billion US$2010/yr,661.5552552,712.4723513,861.9624187,1229.840614,1912.061198,2839.475405,4003.721233,5325.797024,6742.869632,8193.678009
IMAGE 3.4,SSP5,SEAS,GDP|PPP,billion US$2010/yr,3093.048341,4589.642673,7111.191019,11313.38216,15956.30777,20579.52665,25581.29512,30633.90712,35588.81733,40391.6794
IMAGE 3.4,SSP5,STAN,GDP|PPP,billion US$2010/yr,558.1068824,883.0067066,1337.227164,2063.048377,2963.688595,3935.369402,5090.915036,6392.624745,7883.168426,9614.276671
IMAGE 3.4,SSP5,TUR,GDP|PPP,billion US$2010/yr,1055.325521,1744.628433,2757.850436,3978.267553,5168.069019,6266.177414,7327.199237,8281.745502,9158.743476,9994.996307
IMAGE 3.4,SSP5,UKR,GDP|PPP,billion US$2010/yr,560.6467266,550.5836618,586.9699527,929.380473,1356.654668,1795.929019,2297.098207,2845.007614,3449.11914,4118.567314
IMAGE 3.4,SSP5,USA,GDP|PPP,billion US$2010/yr,15159.61013,17809.75584,22394.81394,28307.22041,35656.13417,43758.59887,53214.44493,63719.68423,74886.02797,85792.22156
IMAGE 3.4,SSP5,WAF,GDP|PPP,billion US$2010/yr,1301.958924,1783.525631,2668.449382,4815.483166,8912.20047,15497.85811,25564.16842,39781.52236,58717.04385,83005.75351
IMAGE 3.4,SSP5,WEU,GDP|PPP,billion US$2010/yr,14607.17997,15502.30097,19042.15012,23933.70928,31220.89898,39464.47938,48651.50809,58016.32041,66555.34718,73274.25761
IMAGE 3.4,SSP5,World,GDP|PPP,billion US$2010/yr,87802.51003,115669.4319,163602.4495,235979.6367,333420.8781,443684.2099,572017.5506,710280.2571,853886.563,1000194.716
IMAGE 3.4,SSP1,BRA,Population,million,196.3535004,213.1963043,221.8905029,224.6932983,222.4627075,215.5982971,204.7622986,191.1417999,176.1082001,159.7445984
IMAGE 3.4,SSP1,CAN,Population,million,33.96340942,37.88871002,39.60580826,41.10802078,42.49365997,43.48471069,44.1212883,44.37397003,43.50960922,41.06740189
IMAGE 3.4,SSP1,CEU,Population,million,123.6036987,120.3700027,116.9263,111.8136978,107.1710968,102.3727036,96.89687347,91.097229,85.45448303,80.02899933
IMAGE 3.4,SSP1,CHN,Population,million,1381.666992,1460.223022,1452.930054,1415.592041,1353.371948,1258.5,1148.182983,1039.188965,929.9866943,831.3027954
IMAGE 3.4,SSP1,EAF,Population,million,266.7338867,346.5701904,430.4453125,501.4707031,563.4987183,609.4857788,637.7686768,648.6353149,643.1300049,623.4885864
IMAGE 3.4,SSP1,INDIA,Population,million,1240.614014,1396.386963,1498.274048,1550.791016,1558.514038,1528.807983,1467.608032,1379.380981,1269.491943,1147.276001
IMAGE 3.4,SSP1,INDO,Population,million,251.5993958,281.607605,301.7643127,312.6029053,314.8641052,309.6608887,297.9016113,282.0458984,263.6296082,242.8684998
IMAGE 3.4,SSP1,JAP,Population,million,128.1053925,125.2447968,119.3755035,113.4309998,107.4356995,101.7814026,95.46289825,87.86376953,80.02239227,71.97602081
IMAGE 3.4,SSP1,KOR,Population,million,73.4994812,77.7121582,77.64086914,75.76418304,72.74378967,68.12267303,62.3340683,56.69705963,51.21464157,45.50407028
IMAGE 3.4,SSP1,ME,Population,million,223.6141052,271.6984863,311.8823853,343.0900879,366.8210144,380.4926147,383.3630981,377.6036987,365.6004028,348.6133118
IMAGE 3.4,SSP1,MEX,Population,million,112.532402,125.9982986,135.0883026,140.8278046,143.2557068,142.4971008,139.3150024,134.5128021,128.2987061,120.0344009
IMAGE 3.4,SSP1,NAF,Population,million,173.3739929,206.9772949,236.5207977,258.8431091,276.1723022,285.5963135,287.3074951,283.7755127,276.6292114,266.3449097
IMAGE 3.4,SSP1,OCE,Population,million,29.28428078,33.97079086,36.65269089,38.90996933,40.95917892,42.55649948,43.53863144,43.89976883,43.11721039,41.04455948
IMAGE 3.4,SSP1,RCAM,Population,million,84.59204102,93.91255188,101.5914001,105.8389969,107.3695984,106.2269974,103.1596985,98.6844635,92.96073914,86.11367035
IMAGE 3.4,SSP1,RSAF,Population,million,140.2122955,188.7559052,240.1938019,286.0726013,327.8705139,360.4802856,382.3877869,393.8760986,394.317688,385.0463867
IMAGE 3.4,SSP1,RSAM,Population,million,196.7216034,218.3300018,233.285202,241.9519958,244.9568024,242.5861969,235.7731934,225.5939026,212.5135956,196.5811005
IMAGE 3.4,SSP1,RSAS,Population,million,419.9324951,485.9406128,562.6467896,620.2512817,662.7841797,687.6671753,695.4470825,687.7960205,666.8894043,636.1890259
IMAGE 3.4,SSP1,RUS,Population,million,159.2628937,162.4738007,160.3856964,157.546402,155.9559021,153.2973022,149.1096954,143.9375,138.1436005,132.3139038
IMAGE 3.4,SSP1,SAF,Population,million,51.78491974,58.80192947,63.71620178,67.09889221,68.85414124,68.73513031,66.85430908,63.48405075,58.99440002,53.95981979
IMAGE 3.4,SSP1,SEAS,Population,million,355.7619934,398.3063965,429.7273865,445.2969055,449.7752991,443.5397034,428.4667969,407.1888123,380.9993896,351.2286987
IMAGE 3.4,SSP1,STAN,Population,million,63.61558914,74.72441864,85.04560089,92.09137726,97.31951904,99.2857666,98.73607635,96.70619202,93.51596069,89.69460297
IMAGE 3.4,SSP1,TUR,Population,million,73.19534302,84.13542938,90.12593079,93.91651917,95.91432953,95.60343933,93.34599304,89.79972839,85.36605835,80.41412354
IMAGE 3.4,SSP1,UKR,Population,million,59.09262848,56.62825012,48.99961853,48.23590088,46.44409943,44.28123093,41.90370178,39.39963913,36.86965179,34.47148895
IMAGE 3.4,SSP1,USA,Population,million,311.1828003,335.9419861,350.3163147,364.7073975,376.7114868,384.5351868,389.940094,393.0914917,390.7416077,380.5638123
IMAGE 3.4,SSP1,WAF,Population,million,422.9111938,559.2609253,709.9835815,849.0739746,982.0371704,1091.161011,1172.378052,1225.020996,1245.06604,1231.55896
IMAGE 3.4,SSP1,WEU,Population,million,409.1817932,422.648407,427.0013123,431.0899963,436.1416016,437.005188,433.1473999,427.0575867,413.3471985,389.9852905
IMAGE 3.4,SSP1,World,Population,million,6982.39209,7837.705078,8482.015625,8932.110352,9221.898438,9303.362305,9199.212891,8951.853516,8565.918945,8067.415039
IMAGE 3.4,SSP2,BRA,Population,million,196.3535004,213.1963043,222.8807068,228.3199005,228.4900055,224.1914063,216.3029938,205.7243042,194.0016022,182.5518036
IMAGE 3.4,SSP2,CAN,Population,million,33.96340942,37.88871002,39.57929993,41.00408936,42.31676102,43.42338181,44.37696838,45.00139999,44.99462891,44.44351959
IMAGE 3.4,SSP2,CEU,Population,million,123.6036987,120.3700027,116.7490005,111.2076035,106.1836014,101.3702011,96.22675323,91.24186707,87.05667114,83.55123138
IMAGE 3.4,SSP2,CHN,Population,million,1381.666992,1460.223022,1452.331055,1410.909058,1339.848999,1235.235962,1121.708984,1014.773987,913.8505859,825.182373
IMAGE 3.4,SSP2,EAF,Population,million,266.7338867,346.5701904,438.1987915,532.9915161,623.6470947,704.2542114,769.1141968,814.4675293,842.5366821,855.8074951
IMAGE 3.4,SSP2,INDIA,Population,million,1240.614014,1396.386963,1508.661987,1591.003052,1627.843018,1630.067017,1602.041992,1546.604004,1475.043945,1398.036011
IMAGE 3.4,SSP2,INDO,Population,million,251.5993958,281.607605,303.4419861,319.3667908,326.8869934,327.9053955,323.8526917,315.9213867,304.6210022,290.9360962
IMAGE 3.4,SSP2,JAP,Population,million,128.1053925,125.2447968,119.0644989,112.3983002,105.7301025,99.49688721,92.73415375,85.94380951,80.22128296,74.86277008
IMAGE 3.4,SSP2,KOR,Population,million,73.4994812,77.7121582,77.5560379,75.346138,71.7155838,66.53373718,60.67470932,55.28342819,50.27307129,45.45682144
IMAGE 3.4,SSP2,ME,Population,million,223.6141052,271.6984863,314.2762146,353.0837097,385.2683105,408.0495911,420.2930908,424.1488037,422.9559937,418.0466003
IMAGE 3.4,SSP2,MEX,Population,million,112.532402,125.9982986,136.0372925,144.544693,149.8791962,152.5444946,153.0653992,151.8063965,149.348999,146.1867981
IMAGE 3.4,SSP2,NAF,Population,million,173.3739929,206.9772949,238.4927063,267.4450073,292.9934082,311.9356995,323.6206055,330.4995117,333.8548889,333.1799927
IMAGE 3.4,SSP2,OCE,Population,million,29.28428078,33.97079086,36.69166946,39.07962036,41.30271149,43.21549988,44.66500092,45.63375092,45.97201157,45.7674408
IMAGE 3.4,SSP2,RCAM,Population,million,84.59204102,93.91255188,102.4878006,109.2017975,113.2670975,114.8802032,114.7261963,113.0706024,110.202301,106.6744003
IMAGE 3.4,SSP2,RSAF,Population,million,140.2122955,188.7559052,244.1009064,303.1957092,361.7029114,414.7268066,458.9555969,492.0906982,511.8190918,520.9326172
IMAGE 3.4,SSP2,RSAM,Population,million,196.7216034,218.3300018,234.7232971,247.5802002,255.0124969,257.6777954,256.3222961,251.5482025,244.1181946,235.2588043
IMAGE 3.4,SSP2,RSAS,Population,million,419.9324951,485.9406128,568.2880249,645.0831299,711.382019,765.307373,803.6409302,824.9821777,832.2866211,830.6553955
IMAGE 3.4,SSP2,RUS,Population,million,159.2628937,162.4738007,160.1748962,156.9438934,155.216507,152.9118042,149.6157074,146.1656036,142.8224945,139.0596008
IMAGE 3.4,SSP2,SAF,Population,million,51.78491974,58.80192947,63.6404686,67.16536713,68.81548309,68.7493515,67.41512299,65.11174011,62.29383087,59.14836884
IMAGE 3.4,SSP2,SEAS,Population,million,355.7619934,398.3063965,432.5242004,456.2029114,469.2492065,472.565094,468.0481873,457.5463867,442.514801,425.2062988
IMAGE 3.4,SSP2,STAN,Population,million,63.61558914,74.72441864,85.69445038,94.97200775,103.1791,108.5867004,111.5957031,113.2947006,113.892601,113.5429993
IMAGE 3.4,SSP2,TUR,Population,million,73.19534302,84.13542938,90.29688263,94.51043701,96.73636627,96.60603333,94.66034698,91.71874237,88.14672852,84.28180695
IMAGE 3.4,SSP2,UKR,Population,million,59.09262848,56.62825012,48.89017105,47.89144135,45.93431091,43.78741837,41.65771866,39.68133926,37.89139938,36.14159012
IMAGE 3.4,SSP2,USA,Population,million,311.1828003,335.9419861,350.2858887,364.9664001,377.6476135,387.9917908,397.6579895,404.928009,407.3167114,406.1722107
IMAGE 3.4,SSP2,WAF,Population,million,422.9111938,559.2609253,724.5219116,912.7124023,1112.370972,1306.426025,1483.630005,1634.887939,1750.897949,1825.953003
IMAGE 3.4,SSP2,WEU,Population,million,409.1817932,422.648407,426.4424133,429.519989,433.5968018,434.8951111,434.0024109,433.2597961,430.697113,425.1838074
IMAGE 3.4,SSP2,World,Population,million,6982.39209,7837.705078,8536.033203,9156.644531,9646.216797,9973.334961,10150.61035,10195.33984,10119.62988,9952.219727
IMAGE 3.4,SSP3,BRA,Population,million,196.3535004,213.1963043,223.8556061,232.3515015,235.7982025,235.7373047,233.2886963,229.5518036,226.482605,225.539505
IMAGE 3.4,SSP3,CAN,Population,million,33.96340942,37.88871002,39.3345108,40.24575043,40.96060181,41.65246964,42.60876083,43.65011978,44.62326813,45.74077988
IMAGE 3.4,SSP3,CEU,Population,million,123.6036987,120.3700027,117.0432968,112.206398,107.9886017,104.4103012,101.1948013,99.34259796,99.28069305,100.2664032
IMAGE 3.4,SSP3,CHN,Population,million,1381.666992,1460.223022,1455.618042,1424.609985,1361.969971,1268.734985,1177.947998,1099.777954,1036.536987,990.8826294
IMAGE 3.4,SSP3,EAF,Population,million,266.7338867,346.5701904,442.9375,558.7650146,682.0582886,809.5582275,931.3502808,1037.490967,1132.926025,1218.723999
IMAGE 3.4,SSP3,INDIA,Population,million,1240.614014,1396.386963,1517.870972,1632.093018,1706.487061,1759.938965,1796.131958,1813.33606,1830.635986,1859.296997
IMAGE 3.4,SSP3,INDO,Population,million,251.5993958,281.607605,305.094696,326.247406,339.990509,349.6766968,356.8039856,362.1542969,366.5914001,370.8418884
IMAGE 3.4,SSP3,JAP,Population,million,128.1053925,125.2447968,118.7918015,111.7180023,104.7550964,98.31867218,92.10237122,87.16046906,83.57633972,80.82978058
IMAGE 3.4,SSP3,KOR,Population,million,73.4994812,77.7121582,77.64074707,75.5807724,71.88680267,66.79921722,61.58182144,57.38899994,54.10015106,51.4362793
IMAGE 3.4,SSP3,ME,Population,million,223.6141052,271.6984863,315.9309998,361.9180908,403.9312134,439.8280029,468.8517151,493.9324951,518.8475952,542.8046265
IMAGE 3.4,SSP3,MEX,Population,million,112.532402,125.9982986,137.1782074,149.2583008,158.8623047,167.316803,174.9933929,182.0041962,189.0841064,196.8692932
IMAGE 3.4,SSP3,NAF,Population,million,173.3739929,206.9772949,240.4748993,276.7408142,312.584198,345.3391113,373.6622925,400.4072876,426.3927917,449.6174011
IMAGE 3.4,SSP3,OCE,Population,million,29.28428078,33.97079086,36.5947113,38.8906517,41.06156921,43.13661957,45.14532852,47.04483032,48.83190918,50.76100159
IMAGE 3.4,SSP3,RCAM,Population,million,84.59204102,93.91255188,103.5414963,113.418602,121.1886978,127.413002,132.6945038,137.0361938,140.9515076,145.1477051
IMAGE 3.4,SSP3,RSAF,Population,million,140.2122955,188.7559052,245.8356934,315.1625977,391.244812,470.3853149,547.0974121,615.8126221,671.9589233,719.4254761
IMAGE 3.4,SSP3,RSAM,Population,million,196.7216034,218.3300018,236.3527985,254.3722992,267.928894,278.5400085,286.8836975,293.4370117,299.3984985,306.267395
IMAGE 3.4,SSP3,RSAS,Population,million,419.9324951,485.9406128,574.9246826,674.0458984,770.9984741,867.4893188,956.0291138,1031.463989,1099.079956,1164.177979
IMAGE 3.4,SSP3,RUS,Population,million,159.2628937,162.4738007,159.887207,156.3041992,154.6735992,153.1708069,152.0139008,153.0045013,155.8630066,159.0596008
IMAGE 3.4,SSP3,SAF,Population,million,51.78491974,58.80192947,63.39059067,67.0038681,69.0788269,69.97669983,70.17976379,69.88374329,69.48007965,68.96573639
IMAGE 3.4,SSP3,SEAS,Population,million,355.7619934,398.3063965,435.0078125,467.103302,490.759613,507.8590088,520.7263794,531.6156006,542.2874146,554.5042114
IMAGE 3.4,SSP3,STAN,Population,million,63.61558914,74.72441864,86.62394714,98.85713196,111.1810989,121.8199005,130.637207,138.983902,146.7460022,153.5088043
IMAGE 3.4,SSP3,TUR,Population,million,73.19534302,84.13542938,90.81828308,96.69190216,100.8041992,103.0498962,104.3103027,105.3392029,106.4878006,108.2064972
IMAGE 3.4,SSP3,UKR,Population,million,59.09262848,56.62825012,48.8123703,47.67975998,45.64368057,43.55915833,41.84983063,40.92979813,40.72624969,40.80699158
IMAGE 3.4,SSP3,USA,Population,million,311.1828003,335.9419861,349.2312927,362.8440857,374.9572144,387.5107117,404.2565002,422.9081116,441.6711121,462.8122864
IMAGE 3.4,SSP3,WAF,Population,million,422.9111938,559.2609253,733.3474731,960.7324829,1223.380005,1510.223999,1805.020996,2089.504883,2348.263916,2567.429932
IMAGE 3.4,SSP3,WEU,Population,million,409.1817932,422.648407,424.7756042,425.0929871,426.2658997,426.6242065,430.292511,439.134491,450.7325134,464.6885986
IMAGE 3.4,SSP3,World,Population,million,6982.39209,7837.705078,8580.915039,9379.935547,10116.44043,10798.07031,11437.66016,12022.2998,12571.55957,13098.61035
IMAGE 3.4,SSP5,BRA,Population,million,196.3535004,213.1963043,221.8582001,224.6062927,222.3457031,215.4821014,204.6779022,191.1125031,176.1434937,159.8417053
IMAGE 3.4,SSP5,CAN,Population,million,33.96340942,37.88871002,40.20352173,43.10253906,46.09468842,48.71026993,50.71212006,52.01311111,51.83771133,49.60083008
IMAGE 3.4,SSP5,CEU,Population,million,123.6036987,120.3700027,116.5351028,111.035202,106.4847031,102.108902,97.23670959,92.05962372,86.8970871,81.67140198
IMAGE 3.4,SSP5,CHN,Population,million,1381.666992,1460.223022,1451.740967,1412.170044,1348.067017,1251.80603,1140.764038,1031.626953,922.7893066,824.7296753
IMAGE 3.4,SSP5,EAF,Population,million,266.7338867,346.5701904,428.9884033,496.1730042,553.5803833,594.553772,618.328186,625.8886108,618.6309204,598.8513184
IMAGE 3.4,SSP5,INDIA,Population,million,1240.614014,1396.386963,1497.680054,1548.890015,1555.389038,1524.629028,1462.740967,1374.28894,1264.58606,1142.827026
IMAGE 3.4,SSP5,INDO,Population,million,251.5993958,281.607605,301.7240906,312.4775085,314.6690979,309.4273071,297.6593933,281.8151855,263.4189148,242.6855927
IMAGE 3.4,SSP5,JAP,Population,million,128.1053925,125.2447968,119.7398987,114.6601028,109.6677017,105.0855026,99.71064758,92.83889008,85.41242981,77.3808136
IMAGE 3.4,SSP5,KOR,Population,million,73.4994812,77.7121582,77.60929871,75.72387695,72.80317688,68.38729858,62.8429985,57.45220947,52.18470001,46.63148117
IMAGE 3.4,SSP5,ME,Population,million,223.6141052,271.6984863,312.9277039,345.9789124,371.2637939,386.3244019,390.3297119,385.4765015,374.0129089,356.9862976
IMAGE 3.4,SSP5,MEX,Population,million,112.532402,125.9982986,134.5092926,139.0110016,140.2183075,138.3278961,134.3146057,129.047699,122.7248001,114.7894974
IMAGE 3.4,SSP5,NAF,Population,million,173.3739929,206.9772949,236.1118011,257.4556885,273.6960144,282.0215149,282.8403015,278.697113,271.2427979,260.979187
IMAGE 3.4,SSP5,OCE,Population,million,29.28428078,33.97079086,37.07857895,40.33090973,43.49671173,46.21210098,48.15280151,49.28641129,49.06787109,47.2743187
IMAGE 3.4,SSP5,RCAM,Population,million,84.59204102,93.91255188,100.8555984,103.6561966,103.891098,101.6707993,97.90894318,93.13709259,87.48465729,81.04429626
IMAGE 3.4,SSP5,RSAF,Population,million,140.2122955,188.7559052,239.6327972,283.9544983,323.7166138,353.968811,373.7261047,383.5997925,383.1770935,373.9046021
IMAGE 3.4,SSP5,RSAM,Population,million,196.7216034,218.3300018,232.6307068,239.9125977,241.5756989,237.995697,230.3435974,219.773407,206.7375946,191.2767944
IMAGE 3.4,SSP5,RSAS,Population,million,419.9324951,485.9406128,558.8980103,607.5856934,640.1862793,654.6514893,653.7744751,640.4766235,617.2368164,587.5059204
IMAGE 3.4,SSP5,RUS,Population,million,159.2628937,162.4738007,161.3533936,161.0079041,162.4019012,162.949707,161.5986023,158.5570984,153.9954987,148.3190002
IMAGE 3.4,SSP5,SAF,Population,million,51.78491974,58.80192947,63.71728134,67.10720062,68.86858368,68.77625275,66.96450806,63.69977951,59.33086014,54.40380859
IMAGE 3.4,SSP5,SEAS,Population,million,355.7619934,398.3063965,429.5625916,444.8005981,449.0910034,442.8478088,427.9978027,407.1642151,381.5647888,352.3948975
IMAGE 3.4,SSP5,STAN,Population,million,63.61558914,74.72441864,84.49188232,90.32214355,94.25003815,94.98219299,93.56459045,91.07369995,87.79598236,84.20883942
IMAGE 3.4,SSP5,TUR,Population,million,73.19534302,84.13542938,89.97525024,93.45018005,95.14967346,94.58492279,92.1710434,88.58220673,84.21827698,79.42623138
IMAGE 3.4,SSP5,UKR,Population,million,59.09262848,56.62825012,49.1448288,48.83819962,47.69755173,46.32413101,44.69226837,42.77970886,40.61075974,38.2597084
IMAGE 3.4,SSP5,USA,Population,million,311.1828003,335.9419861,354.2706909,377.8757019,400.3384094,418.9565125,433.7059937,444.1289978,446.6109009,438.3400879
IMAGE 3.4,SSP5,WAF,Population,million,422.9111938,559.2609253,708.9246826,844.6555176,972.8276978,1076.136963,1151.738037,1199.926025,1217.321045,1203.267944
IMAGE 3.4,SSP5,WEU,Population,million,409.1817932,422.648407,431.0664063,444.9085999,461.3241882,474.145813,480.8487854,483.1618042,474.9927063,453.2347107
IMAGE 3.4,SSP5,World,Population,million,6982.39209,7837.705078,8481.230469,8929.69043,9219.094727,9301.067383,9199.344727,8957.664063,8580.025391,8089.835938
